5604,1424.6,120.1066666666667,116.722
4372,1480.0,105.33333333333333,73.911
1462,1490.4,102.55999999999997,101.287
3822,1510.8,97.12000000000002,77.194
2311,1539.9,89.35999999999997,81.036
4375,1583.2,77.81333333333332,54.192
4370,1583.2,77.81333333333332,63.632
5608,1607.9,71.22666666666663,39.787
5790,1614.0,69.6,44.459
1453,1626.9,66.15999999999997,92.466
1460,1634.3,64.18666666666667,62.26
3826,1655.0,58.66666666666666,50.494
5606,1679.0,52.26666666666668,54.51
3839,1680.1,51.97333333333336,35.697
4374,1625.4,66.55999999999997,74.574
6735,1652.1,59.440000000000026,
