5866,1105.9,206.36666666666665,143.045
3168,1137.0,196.0,126.12
748,1154.4,190.19999999999996,113.484
3635,1165.3,186.5666666666667,114.06
1646,1176.2,182.9333333333333,119.392
3161,1197.6,175.80000000000004,107.445
5114,1198.3,175.5666666666667,100.342
3169,1203.4,173.86666666666665,118.879
5878,1216.3,169.5666666666667,79.285
1634,1222.3,167.5666666666667,97.318
5126,1253.0,157.33333333333334,57.622
5881,1253.6,157.13333333333335,76.539
5877,1253.8,157.0666666666667,80.032
2957,1257.1,155.9666666666667,72.514
5874,1258.5,155.5,83.952
5519,1271.9,151.0333333333333,76.347
5134,1276.1,149.63333333333335,65.667
5882,1294.8,143.4,72.352
4471,1298.2,142.26666666666665,75.329
5122,1302.7,140.76666666666665,36.779
4943,1310.6,138.13333333333335,83.542
163,1315.7,136.4333333333333,-81.968
5885,1317.2,135.93333333333334,64.405
5119,1327.5,132.5,75.171
5886,1333.8,130.40000000000003,61.125
751,1337.1,129.3,78.051
2787,1347.3,125.90000000000002,40.523
5154,1388.0,112.33333333333333,-5.291
5133,1396.4,109.5333333333333,36.375
4487,1397.0,109.33333333333333,29.072
4499,1424.0,100.33333333333333,33.685
5901,1456.2,89.59999999999998,22.192
5152,1473.6,83.80000000000003,-1.383
5157,1479.9,81.69999999999997,3.596
5914,1498.3,75.56666666666668,-12.128
4506,1533.6,63.80000000000004,-32.635
3159,1564.3,53.56666666666669,-9.163
5138,1572.4,50.866666666666646,28.3
3152,1589.2,45.26666666666665,34.495
5165,1811.0,-28.666666666666657,-121.491
3156,1889.0,-54.66666666666666,-122.555
6516,1174.3,183.5666666666667,
6517,1194.3,176.9,
6518,1206.5,172.83333333333334,
6519,1228.2,165.6,
6520,1229.4,165.19999999999996,
6521,1231.0,164.66666666666666,
6522,1257.4,155.86666666666665,
2953,1265.9,153.0333333333333,107.376
6523,1270.3,151.5666666666667,
6524,1281.5,147.83333333333334,
3157,1296.7,142.76666666666665,63.894
6525,1303.1,140.63333333333335,
6526,1318.7,135.43333333333334,
6527,1328.7,132.09999999999997,
6528,1342.2,127.59999999999998,
6529,1342.7,127.43333333333332,
6530,1357.3,122.56666666666668,
6531,1361.2,121.26666666666665,
6532,1365.0,120.0,
6533,1371.4,117.86666666666663,
6534,1374.7,116.76666666666665,
6535,1380.8,114.73333333333335,
6536,1389.5,111.83333333333333,
6537,1400.4,108.19999999999997,
6538,1400.7,108.09999999999998,
6539,1405.6,106.4666666666667,
6540,1410.0,105.0,
6541,1411.0,104.66666666666667,
6542,1414.2,103.59999999999998,
6543,1434.7,96.76666666666665,
6544,1437.4,95.86666666666663,
6545,1440.2,94.93333333333332,
6546,1448.2,92.26666666666665,
6547,1453.2,90.59999999999998,
6548,1472.6,84.13333333333337,
6549,1482.6,80.80000000000003,
6550,1483.5,80.5,
6551,1489.8,78.40000000000002,
6552,1498.5,75.5,
6553,1518.3,68.9,
6554,1533.4,63.866666666666646,
157,1553.0,57.33333333333334,5.956
6555,1583.9,47.0333333333333,
6556,1610.0,38.33333333333334,
6557,1620.2,34.93333333333331,
6558,1624.9,33.366666666666646,
6559,1627.0,32.66666666666666,
6560,1683.1,13.966666666666697,
6561,1694.0,10.333333333333343,
6562,1700.0,8.333333333333343,
6563,1710.0,5.0,
