Nathan Kwan,UC Davis,25:16.5,193.21
Jake Dialesandro,UC Davis,26:04.0,183.71
Blake Zufall,UC Davis,26:29.2,178.67
Chris Myers,UC Davis,27:08.6,170.79
Joseph Grovers,UC Davis,27:45.6,163.39
Ben Arbaugh,UC Davis,27:56.7,161.17
Gavin Tan,UC Davis,30:47.8,126.95
Gerardo Flores,UC Davis,32:15.9,109.33
